% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Output 1), DC coupling, 10 x probe attenuation
% Time span 1.000 ms, time offset -2.372 ms, Precision acquisition mode, 100 averages
% Edge trigger: Channel A, level 783.5 mV, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Sine, 200.000 000 Hz, 5.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2025-03-25 T 15:24:17 +0100
% Time (s), Channel A (Input 1) (V)
2.538360000000e-03, -3.250507e-02
2.539416000000e-03, -3.272805e-02
2.540472000000e-03, -3.266273e-02
2.541528000000e-03, -3.300525e-02
2.542584000000e-03, -3.308149e-02
2.543640000000e-03, -3.318123e-02
2.544696000000e-03, -3.322471e-02
2.545752000000e-03, -3.310055e-02
2.546808000000e-03, -3.317900e-02
2.547864000000e-03, -3.340976e-02
2.548920000000e-03, -3.349506e-02
2.549976000000e-03, -3.366031e-02
2.551032000000e-03, -3.359480e-02
2.552088000000e-03, -3.382315e-02
2.553144000000e-03, -3.383592e-02
2.554200000000e-03, -3.406371e-02
2.555256000000e-03, -3.413291e-02
2.556312000000e-03, -3.426744e-02
2.557368000000e-03, -3.435127e-02
2.558424000000e-03, -3.442584e-02
2.559480000000e-03, -3.439845e-02
2.560536000000e-03, -3.440086e-02
2.561592000000e-03, -3.444731e-02
2.562648000000e-03, -3.430427e-02
2.563704000000e-03, -3.459886e-02
2.564760000000e-03, -3.452373e-02
2.565816000000e-03, -3.462439e-02
2.566872000000e-03, -3.476003e-02
2.567928000000e-03, -3.472284e-02
2.568984000000e-03, -3.469490e-02
2.570040000000e-03, -3.475467e-02
2.571096000000e-03, -3.474523e-02
2.572152000000e-03, -3.486366e-02
2.573208000000e-03, -3.490418e-02
2.574264000000e-03, -3.506961e-02
2.575320000000e-03, -3.520636e-02
2.576376000000e-03, -3.514863e-02
2.577432000000e-03, -3.513197e-02
2.578488000000e-03, -3.526632e-02
2.579544000000e-03, -3.529555e-02
2.580600000000e-03, -3.524152e-02
2.581656000000e-03, -3.530259e-02
2.582712000000e-03, -3.543933e-02
2.583768000000e-03, -3.548356e-02
2.584824000000e-03, -3.536161e-02
2.585880000000e-03, -3.526002e-02
2.586936000000e-03, -3.521247e-02
2.587992000000e-03, -3.524615e-02
2.589048000000e-03, -3.536643e-02
2.590104000000e-03, -3.546302e-02
2.591160000000e-03, -3.545765e-02
2.592216000000e-03, -3.551724e-02
2.593272000000e-03, -3.562678e-02
2.594328000000e-03, -3.554907e-02
2.595384000000e-03, -3.555647e-02
2.596440000000e-03, -3.556442e-02
2.597496000000e-03, -3.554166e-02
2.598552000000e-03, -3.560402e-02
2.599608000000e-03, -3.561716e-02
2.600664000000e-03, -3.562216e-02
2.601720000000e-03, -3.571690e-02
2.602776000000e-03, -3.576427e-02
2.603832000000e-03, -3.580757e-02
2.604888000000e-03, -3.566305e-02
2.605944000000e-03, -3.569285e-02
2.607000000000e-03, -3.598799e-02
2.608056000000e-03, -3.596523e-02
2.609112000000e-03, -3.604739e-02
2.610168000000e-03, -3.597300e-02
2.611224000000e-03, -3.597282e-02
2.612280000000e-03, -3.587123e-02
2.613336000000e-03, -3.586679e-02
2.614392000000e-03, -3.595820e-02
2.615448000000e-03, -3.597448e-02
2.616504000000e-03, -3.609439e-02
2.617560000000e-03, -3.604166e-02
2.618616000000e-03, -3.608533e-02
2.619672000000e-03, -3.601112e-02
2.620728000000e-03, -3.605702e-02
2.621784000000e-03, -3.615472e-02
2.622840000000e-03, -3.626427e-02
2.623896000000e-03, -3.617785e-02
2.624952000000e-03, -3.610975e-02
2.626008000000e-03, -3.621763e-02
2.627064000000e-03, -3.609587e-02
2.628120000000e-03, -3.604203e-02
2.629176000000e-03, -3.584033e-02
2.630232000000e-03, -3.590916e-02
2.631288000000e-03, -3.599947e-02
2.632344000000e-03, -3.601186e-02
2.633400000000e-03, -3.616730e-02
2.634456000000e-03, -3.620894e-02
2.635512000000e-03, -3.623096e-02
2.636568000000e-03, -3.617415e-02
2.637624000000e-03, -3.628185e-02
2.638680000000e-03, -3.633810e-02
2.639736000000e-03, -3.625427e-02
2.640792000000e-03, -3.635364e-02
2.641848000000e-03, -3.631774e-02
2.642904000000e-03, -3.622134e-02
2.643960000000e-03, -3.635975e-02
2.645016000000e-03, -3.617600e-02
2.646072000000e-03, -3.628055e-02
2.647128000000e-03, -3.626242e-02
2.648184000000e-03, -3.619691e-02
2.649240000000e-03, -3.644394e-02
2.650296000000e-03, -3.635808e-02
2.651352000000e-03, -3.646319e-02
2.652408000000e-03, -3.638917e-02
2.653464000000e-03, -3.638751e-02
2.654520000000e-03, -3.636012e-02
2.655576000000e-03, -3.619265e-02
2.656632000000e-03, -3.627093e-02
2.657688000000e-03, -3.639287e-02
2.658744000000e-03, -3.638658e-02
2.659800000000e-03, -3.650297e-02
2.660856000000e-03, -3.649816e-02
2.661912000000e-03, -3.635068e-02
2.662968000000e-03, -3.625575e-02
2.664024000000e-03, -3.642155e-02
2.665080000000e-03, -3.632496e-02
2.666136000000e-03, -3.645579e-02
2.667192000000e-03, -3.642007e-02
2.668248000000e-03, -3.657440e-02
2.669304000000e-03, -3.644098e-02
2.670360000000e-03, -3.642692e-02
2.671416000000e-03, -3.643599e-02
2.672472000000e-03, -3.640064e-02
2.673528000000e-03, -3.648780e-02
2.674584000000e-03, -3.642896e-02
2.675640000000e-03, -3.657496e-02
2.676696000000e-03, -3.650649e-02
2.677752000000e-03, -3.655849e-02
2.678808000000e-03, -3.650334e-02
2.679864000000e-03, -3.648595e-02
2.680920000000e-03, -3.637307e-02
2.681976000000e-03, -3.648243e-02
2.683032000000e-03, -3.631034e-02
2.684088000000e-03, -3.637474e-02
2.685144000000e-03, -3.634883e-02
2.686200000000e-03, -3.643451e-02
2.687256000000e-03, -3.658458e-02
2.688312000000e-03, -3.659753e-02
2.689368000000e-03, -3.655164e-02
2.690424000000e-03, -3.636327e-02
2.691480000000e-03, -3.647115e-02
2.692536000000e-03, -3.643858e-02
2.693592000000e-03, -3.631275e-02
2.694648000000e-03, -3.664583e-02
2.695704000000e-03, -3.655312e-02
2.696760000000e-03, -3.672336e-02
2.697816000000e-03, -3.651778e-02
2.698872000000e-03, -3.644728e-02
2.699928000000e-03, -3.658717e-02
2.700984000000e-03, -3.646134e-02
2.702040000000e-03, -3.652981e-02
2.703096000000e-03, -3.660142e-02
2.704152000000e-03, -3.660345e-02
2.705208000000e-03, -3.678535e-02
2.706264000000e-03, -3.657829e-02
2.707320000000e-03, -3.659846e-02
2.708376000000e-03, -3.652999e-02
2.709432000000e-03, -3.652111e-02
2.710488000000e-03, -3.651204e-02
2.711544000000e-03, -3.663103e-02
2.712600000000e-03, -3.646708e-02
2.713656000000e-03, -3.664490e-02
2.714712000000e-03, -3.666970e-02
2.715768000000e-03, -3.666193e-02
2.716824000000e-03, -3.654961e-02
2.717880000000e-03, -3.655164e-02
2.718936000000e-03, -3.643099e-02
2.719992000000e-03, -3.639121e-02
2.721048000000e-03, -3.655941e-02
2.722104000000e-03, -3.640916e-02
2.723160000000e-03, -3.659124e-02
2.724216000000e-03, -3.663861e-02
2.725272000000e-03, -3.663269e-02
2.726328000000e-03, -3.660197e-02
2.727384000000e-03, -3.661067e-02
2.728440000000e-03, -3.656385e-02
2.729496000000e-03, -3.656644e-02
2.730552000000e-03, -3.656348e-02
2.731608000000e-03, -3.656274e-02
2.732664000000e-03, -3.665064e-02
2.733720000000e-03, -3.657940e-02
2.734776000000e-03, -3.663306e-02
2.735832000000e-03, -3.660790e-02
2.736888000000e-03, -3.666322e-02
2.737944000000e-03, -3.660012e-02
2.739000000000e-03, -3.663177e-02
2.740056000000e-03, -3.646634e-02
2.741112000000e-03, -3.650334e-02
2.742168000000e-03, -3.658143e-02
2.743224000000e-03, -3.661382e-02
2.744280000000e-03, -3.679627e-02
2.745336000000e-03, -3.681570e-02
2.746392000000e-03, -3.696226e-02
2.747448000000e-03, -3.678646e-02
2.748504000000e-03, -3.672928e-02
2.749560000000e-03, -3.670153e-02
2.750616000000e-03, -3.654405e-02
2.751672000000e-03, -3.646560e-02
2.752728000000e-03, -3.669283e-02
2.753784000000e-03, -3.661308e-02
2.754840000000e-03, -3.679609e-02
2.755896000000e-03, -3.690249e-02
2.756952000000e-03, -3.661123e-02
2.758008000000e-03, -3.669487e-02
2.759064000000e-03, -3.682088e-02
2.760120000000e-03, -3.683013e-02
2.761176000000e-03, -3.670652e-02
2.762232000000e-03, -3.678942e-02
2.763288000000e-03, -3.687492e-02
2.764344000000e-03, -3.683920e-02
2.765400000000e-03, -3.671078e-02
2.766456000000e-03, -3.662751e-02
2.767512000000e-03, -3.655701e-02
2.768568000000e-03, -3.652314e-02
2.769624000000e-03, -3.661992e-02
2.770680000000e-03, -3.661955e-02
2.771736000000e-03, -3.668987e-02
2.772792000000e-03, -3.655682e-02
2.773848000000e-03, -3.659698e-02
2.774904000000e-03, -3.665841e-02
2.775960000000e-03, -3.671115e-02
2.777016000000e-03, -3.692118e-02
2.778072000000e-03, -3.688380e-02
2.779128000000e-03, -3.663695e-02
2.780184000000e-03, -3.663732e-02
2.781240000000e-03, -3.654294e-02
2.782296000000e-03, -3.653795e-02
2.783352000000e-03, -3.655183e-02
2.784408000000e-03, -3.673354e-02
2.785464000000e-03, -3.658439e-02
2.786520000000e-03, -3.670042e-02
2.787576000000e-03, -3.668210e-02
2.788632000000e-03, -3.660049e-02
2.789688000000e-03, -3.654091e-02
2.790744000000e-03, -3.673724e-02
2.791800000000e-03, -3.671115e-02
2.792856000000e-03, -3.650371e-02
2.793912000000e-03, -3.659439e-02
2.794968000000e-03, -3.651759e-02
2.796024000000e-03, -3.660586e-02
2.797080000000e-03, -3.663417e-02
2.798136000000e-03, -3.681496e-02
2.799192000000e-03, -3.683957e-02
2.800248000000e-03, -3.683365e-02
2.801304000000e-03, -3.673872e-02
2.802360000000e-03, -3.656552e-02
2.803416000000e-03, -3.657422e-02
2.804472000000e-03, -3.663436e-02
2.805528000000e-03, -3.671892e-02
2.806584000000e-03, -3.679165e-02
2.807640000000e-03, -3.683883e-02
2.808696000000e-03, -3.670282e-02
2.809752000000e-03, -3.664675e-02
2.810808000000e-03, -3.670282e-02
2.811864000000e-03, -3.680016e-02
2.812920000000e-03, -3.675482e-02
2.813976000000e-03, -3.667507e-02
2.815032000000e-03, -3.680090e-02
2.816088000000e-03, -3.667636e-02
2.817144000000e-03, -3.680719e-02
2.818200000000e-03, -3.662584e-02
2.819256000000e-03, -3.668617e-02
2.820312000000e-03, -3.672133e-02
2.821368000000e-03, -3.668062e-02
2.822424000000e-03, -3.686270e-02
2.823480000000e-03, -3.686344e-02
2.824536000000e-03, -3.667618e-02
2.825592000000e-03, -3.663843e-02
2.826648000000e-03, -3.664861e-02
2.827704000000e-03, -3.674908e-02
2.828760000000e-03, -3.690027e-02
2.829816000000e-03, -3.691526e-02
2.830872000000e-03, -3.697725e-02
2.831928000000e-03, -3.681570e-02
2.832984000000e-03, -3.678276e-02
2.834040000000e-03, -3.662770e-02
2.835096000000e-03, -3.664749e-02
2.836152000000e-03, -3.664712e-02
2.837208000000e-03, -3.674927e-02
2.838264000000e-03, -3.667359e-02
2.839320000000e-03, -3.691544e-02
2.840376000000e-03, -3.683199e-02
2.841432000000e-03, -3.671985e-02
2.842488000000e-03, -3.680182e-02
2.843544000000e-03, -3.665064e-02
2.844600000000e-03, -3.660179e-02
2.845656000000e-03, -3.665693e-02
2.846712000000e-03, -3.661289e-02
2.847768000000e-03, -3.657274e-02
2.848824000000e-03, -3.686881e-02
2.849880000000e-03, -3.677055e-02
2.850936000000e-03, -3.681256e-02
2.851992000000e-03, -3.675371e-02
2.853048000000e-03, -3.669579e-02
2.854104000000e-03, -3.658995e-02
2.855160000000e-03, -3.660641e-02
2.856216000000e-03, -3.670060e-02
2.857272000000e-03, -3.666618e-02
2.858328000000e-03, -3.677259e-02
2.859384000000e-03, -3.667562e-02
2.860440000000e-03, -3.661012e-02
2.861496000000e-03, -3.685993e-02
2.862552000000e-03, -3.695282e-02
2.863608000000e-03, -3.682125e-02
2.864664000000e-03, -3.683087e-02
2.865720000000e-03, -3.680275e-02
2.866776000000e-03, -3.648965e-02
2.867832000000e-03, -3.658051e-02
2.868888000000e-03, -3.658106e-02
2.869944000000e-03, -3.673650e-02
2.871000000000e-03, -3.678554e-02
2.872056000000e-03, -3.696836e-02
2.873112000000e-03, -3.673465e-02
2.874168000000e-03, -3.676111e-02
2.875224000000e-03, -3.676019e-02
2.876280000000e-03, -3.680811e-02
2.877336000000e-03, -3.661474e-02
2.878392000000e-03, -3.675482e-02
2.879448000000e-03, -3.672891e-02
2.880504000000e-03, -3.670634e-02
2.881560000000e-03, -3.678424e-02
2.882616000000e-03, -3.698058e-02
2.883672000000e-03, -3.700630e-02
2.884728000000e-03, -3.679979e-02
2.885784000000e-03, -3.697243e-02
2.886840000000e-03, -3.664527e-02
2.887896000000e-03, -3.660753e-02
2.888952000000e-03, -3.664342e-02
2.890008000000e-03, -3.663584e-02
2.891064000000e-03, -3.668062e-02
2.892120000000e-03, -3.682181e-02
2.893176000000e-03, -3.674742e-02
2.894232000000e-03, -3.690064e-02
2.895288000000e-03, -3.687473e-02
2.896344000000e-03, -3.689971e-02
2.897400000000e-03, -3.699723e-02
2.898456000000e-03, -3.675593e-02
2.899512000000e-03, -3.680922e-02
2.900568000000e-03, -3.667488e-02
2.901624000000e-03, -3.681404e-02
2.902680000000e-03, -3.671041e-02
2.903736000000e-03, -3.684124e-02
2.904792000000e-03, -3.682236e-02
2.905848000000e-03, -3.709975e-02
2.906904000000e-03, -3.710900e-02
2.907960000000e-03, -3.711177e-02
2.909016000000e-03, -3.692895e-02
2.910072000000e-03, -3.679997e-02
2.911128000000e-03, -3.675982e-02
2.912184000000e-03, -3.668932e-02
2.913240000000e-03, -3.666618e-02
2.914296000000e-03, -3.666507e-02
2.915352000000e-03, -3.662918e-02
2.916408000000e-03, -3.690489e-02
2.917464000000e-03, -3.705719e-02
2.918520000000e-03, -3.712602e-02
2.919576000000e-03, -3.689490e-02
2.920632000000e-03, -3.701925e-02
2.921688000000e-03, -3.685030e-02
2.922744000000e-03, -3.669283e-02
2.923800000000e-03, -3.645912e-02
2.924856000000e-03, -3.670671e-02
2.925912000000e-03, -3.670523e-02
2.926968000000e-03, -3.684272e-02
2.928024000000e-03, -3.694172e-02
2.929080000000e-03, -3.687344e-02
2.930136000000e-03, -3.676759e-02
2.931192000000e-03, -3.694893e-02
2.932248000000e-03, -3.679535e-02
2.933304000000e-03, -3.684864e-02
2.934360000000e-03, -3.679072e-02
2.935416000000e-03, -3.665212e-02
2.936472000000e-03, -3.676999e-02
2.937528000000e-03, -3.684179e-02
2.938584000000e-03, -3.704534e-02
2.939640000000e-03, -3.686733e-02
2.940696000000e-03, -3.665157e-02
2.941752000000e-03, -3.677351e-02
2.942808000000e-03, -3.674575e-02
2.943864000000e-03, -3.657274e-02
2.944920000000e-03, -3.666692e-02
2.945976000000e-03, -3.653055e-02
2.947032000000e-03, -3.659975e-02
2.948088000000e-03, -3.672521e-02
2.949144000000e-03, -3.669339e-02
2.950200000000e-03, -3.682884e-02
2.951256000000e-03, -3.690730e-02
2.952312000000e-03, -3.702554e-02
