% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 85.00 s, time offset 42.86 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-05-27 T 16:09:40 +0200
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-7.589292000000e+00, 1.536451e+00, 1.010040e+00
-7.513399080000e+00, 1.537482e+00, 8.543832e-01
-7.437506160000e+00, 1.537871e+00, 1.082398e+00
-7.361613240000e+00, 1.537982e+00, 7.779402e-01
-7.285720320000e+00, 1.538739e+00, 1.119098e+00
-7.209827400000e+00, 1.539422e+00, 8.152422e-01
-7.133934480000e+00, 1.540273e+00, 1.046697e+00
-7.058041560000e+00, 1.540849e+00, 8.804267e-01
-6.982148640000e+00, 1.541347e+00, 9.815408e-01
-6.906255720000e+00, 1.542330e+00, 9.535304e-01
-6.830362800000e+00, 1.542894e+00, 9.053542e-01
-6.754469880000e+00, 1.543196e+00, 1.028635e+00
-6.678576960000e+00, 1.543531e+00, 8.320115e-01
-6.602684040000e+00, 1.543474e+00, 1.104372e+00
-6.526791120000e+00, 1.543825e+00, 7.792605e-01
-6.450898200000e+00, 1.544374e+00, 1.101660e+00
-6.375005280000e+00, 1.544602e+00, 8.359298e-01
-6.299112360000e+00, 1.545077e+00, 1.026952e+00
-6.223219440000e+00, 1.545206e+00, 9.015915e-01
-6.147326520000e+00, 1.545347e+00, 9.599297e-01
-6.071433600000e+00, 1.545701e+00, 9.770088e-01
-5.995540680000e+00, 1.546113e+00, 8.874874e-01
-5.919647760000e+00, 1.546418e+00, 1.049187e+00
-5.843754840000e+00, 1.546866e+00, 8.132898e-01
-5.767861920000e+00, 1.546954e+00, 1.119441e+00
-5.691969000000e+00, 1.547391e+00, 7.842657e-01
-5.616076080000e+00, 1.547288e+00, 1.081817e+00
-5.540183160000e+00, 1.547626e+00, 8.597186e-01
-5.464290240000e+00, 1.547691e+00, 1.006821e+00
-5.388397320000e+00, 1.547653e+00, 9.222837e-01
-5.312504400000e+00, 1.547865e+00, 9.425039e-01
-5.236611480000e+00, 1.548059e+00, 9.973675e-01
-5.160718560000e+00, 1.548228e+00, 8.684134e-01
-5.084825640000e+00, 1.547932e+00, 1.070547e+00
-5.008932720000e+00, 1.548264e+00, 7.913314e-01
-4.933039800000e+00, 1.548188e+00, 1.119494e+00
-4.857146880000e+00, 1.548733e+00, 8.041636e-01
-4.781253960000e+00, 1.548533e+00, 1.060074e+00
-4.705361040000e+00, 1.548877e+00, 8.775930e-01
-4.629468120000e+00, 1.548708e+00, 9.878963e-01
-4.553575200000e+00, 1.549050e+00, 9.424733e-01
-4.477682280000e+00, 1.548761e+00, 9.198745e-01
-4.401789360000e+00, 1.548795e+00, 1.017864e+00
-4.325896440000e+00, 1.548962e+00, 8.458947e-01
-4.250003520000e+00, 1.549092e+00, 1.092726e+00
-4.174110600000e+00, 1.549034e+00, 7.802215e-01
-4.098217680000e+00, 1.549142e+00, 1.113555e+00
-4.022324760000e+00, 1.549446e+00, 8.242194e-01
-3.946431840000e+00, 1.549268e+00, 1.038655e+00
-3.870538920000e+00, 1.549423e+00, 8.900739e-01
-3.794646000000e+00, 1.549640e+00, 9.745301e-01
-3.718753080000e+00, 1.549616e+00, 9.639647e-01
-3.642860160000e+00, 1.549492e+00, 8.999169e-01
-3.566967240000e+00, 1.549261e+00, 1.037407e+00
-3.491074320000e+00, 1.549612e+00, 8.282722e-01
-3.415181400000e+00, 1.549470e+00, 1.109108e+00
-3.339288480000e+00, 1.549777e+00, 7.798504e-01
-3.263395560000e+00, 1.549276e+00, 1.092889e+00
-3.187502640000e+00, 1.549852e+00, 8.460997e-01
-3.111609720000e+00, 1.549891e+00, 1.020398e+00
-3.035716800000e+00, 1.549803e+00, 9.094867e-01
-2.959823880000e+00, 1.549652e+00, 9.548072e-01
-2.883930960000e+00, 1.549319e+00, 9.833637e-01
-2.808038040000e+00, 1.549478e+00, 8.802190e-01
-2.732145120000e+00, 1.550007e+00, 1.055160e+00
-2.656252200000e+00, 1.549933e+00, 8.054770e-01
-2.580359280000e+00, 1.549654e+00, 1.119572e+00
-2.504466360000e+00, 1.549833e+00, 7.908311e-01
-2.428573440000e+00, 1.549234e+00, 1.073625e+00
-2.352680520000e+00, 1.549266e+00, 8.630190e-01
-2.276787600000e+00, 1.549310e+00, 9.991518e-01
-2.200894680000e+00, 1.548526e+00, 9.297198e-01
-2.125001760000e+00, 1.548603e+00, 9.345078e-01
-2.049108840000e+00, 1.548593e+00, 1.002564e+00
-1.973215920000e+00, 1.549112e+00, 8.590045e-01
-1.897323000000e+00, 1.549508e+00, 1.077939e+00
-1.821430080000e+00, 1.549297e+00, 7.860770e-01
-1.745537160000e+00, 1.549123e+00, 1.119359e+00
-1.669644240000e+00, 1.549568e+00, 8.072738e-01
-1.593751320000e+00, 1.549652e+00, 1.055404e+00
-1.517858400000e+00, 1.549746e+00, 8.782436e-01
-1.441965480000e+00, 1.549031e+00, 9.854772e-01
-1.366072560000e+00, 1.549013e+00, 9.488789e-01
-1.290179640000e+00, 1.549091e+00, 9.145285e-01
-1.214286720000e+00, 1.549199e+00, 1.020930e+00
-1.138393800000e+00, 1.549397e+00, 8.396754e-01
-1.062500880000e+00, 1.549266e+00, 1.094362e+00
-9.866079600000e-01, 1.549117e+00, 7.787974e-01
-9.107150400000e-01, 1.549349e+00, 1.107512e+00
-8.348221200000e-01, 1.549505e+00, 8.286324e-01
-7.589292000000e-01, 1.548920e+00, 1.033181e+00
-6.830362800000e-01, 1.549393e+00, 8.955913e-01
-6.071433600000e-01, 1.549323e+00, 9.688378e-01
-5.312504400000e-01, 1.549298e+00, 9.674595e-01
-4.553575200000e-01, 1.549261e+00, 8.958767e-01
-3.794646000000e-01, 1.549218e+00, 1.044339e+00
-3.035716800000e-01, 1.549097e+00, 8.211574e-01
-2.276787600000e-01, 1.549235e+00, 1.115762e+00
-1.517858400000e-01, 1.549352e+00, 7.800195e-01
-7.589292000000e-02, 1.549363e+00, 1.088400e+00
0.000000000000e+00, nan, nan
7.589292000000e-02, nan, nan
1.517858400000e-01, nan, nan
2.276787600000e-01, nan, nan
3.035716800000e-01, nan, nan
3.794646000000e-01, nan, nan
4.553575200000e-01, nan, nan
5.312504400000e-01, nan, nan
6.071433600000e-01, nan, nan
6.830362800000e-01, nan, nan
7.589292000000e-01, nan, nan
8.348221200000e-01, nan, nan
9.107150400000e-01, nan, nan
9.866079600000e-01, nan, nan
1.062500880000e+00, nan, nan
1.138393800000e+00, nan, nan
1.214286720000e+00, nan, nan
1.290179640000e+00, nan, nan
1.366072560000e+00, nan, nan
1.441965480000e+00, nan, nan
1.517858400000e+00, nan, nan
1.593751320000e+00, nan, nan
1.669644240000e+00, nan, nan
1.745537160000e+00, nan, nan
1.821430080000e+00, nan, nan
1.897323000000e+00, nan, nan
1.973215920000e+00, nan, nan
2.049108840000e+00, nan, nan
2.125001760000e+00, nan, nan
2.200894680000e+00, nan, nan
2.276787600000e+00, nan, nan
2.352680520000e+00, nan, nan
2.428573440000e+00, nan, nan
2.504466360000e+00, nan, nan
2.580359280000e+00, nan, nan
2.656252200000e+00, nan, nan
2.732145120000e+00, nan, nan
2.808038040000e+00, nan, nan
2.883930960000e+00, nan, nan
2.959823880000e+00, nan, nan
3.035716800000e+00, nan, nan
3.111609720000e+00, nan, nan
3.187502640000e+00, nan, nan
3.263395560000e+00, nan, nan
3.339288480000e+00, nan, nan
